Locus_tag,Gene_name,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
b4337,mdtM,6.629,3.36,3.628,4.225,5.829,3.079,6.586,8.945
b4340,yjiR,11.463,6.865,4.97,5.715,7.905,7.396,4.582,3.316
b4341,yjiS,1.204,0,0,0.631,0.294,0.541,0.327,1.183
b4342,yjiT,20.26,24.028,19.223,21.861,22.266,20.271,68.241,69.911
b4345,mcrC,15.778,23.884,18.506,17.34,13.474,16.508,17.804,21.845
b4346,mcrB,21.476,27.492,24.481,24.368,18.423,24.208,27.622,30.294
b4347,symE,14.237,5.465,4.867,3.199,16.898,4.309,7.73,2.854
b4348,hsdS,59.727,46.463,44.931,43.263,55.805,37.538,36.645,52.474
b4349,hsdM,56.089,47.627,47.828,50.211,53.237,42.85,50.203,72.188
b4350,hsdR,37.563,37.634,39.386,42.337,38.997,33.614,82.412,96.351
b4351,mrr,19.765,24.404,23.308,28.069,19.213,24.064,32.313,31.432
b4352,yjiA,35.381,70.71,54,79.558,42.347,39.178,33.432,40.115
b4353,yjiX,25.085,85.931,43.347,91.805,37.851,45.975,9.389,9.09
b4354,btsT,86.606,298.168,170.376,317.366,129.402,176.436,4.753,5.49
b4355,tsr,7.771,9.06,9.078,7.77,7.419,9.574,5.506,5.147
b4356,lgoT,6.092,1.966,2.597,2.295,6.81,3.935,6.259,4.586
b4357,lgoR,1.955,0.994,2.16,2.961,0.743,0.537,14.328,12.587
b4358,lgoD,0.389,0.148,0.203,0.815,0.427,0.568,0.369,0.382
b4359,opgB,15.412,31.409,23.08,25.638,14.938,29.969,28.789,29.525
b4360,yjjA,47.877,62.153,52.016,53.042,53.862,49.714,55.097,60.664
b4361,dnaC,37.498,25.807,28.545,25.977,30.369,23.995,28.037,37.339
b4362,dnaT,45.819,26.476,24.563,25.855,43.303,29.568,31.373,34.823
b4363,yjjB,5.346,3.784,5.926,5.33,5.635,5.983,20.432,19.561
b4364,yjjP,8.764,4.554,8.636,6.385,10.141,6.459,16.06,12.617
b4365,yjjQ,0.684,0.139,0.143,0.036,0.502,0.185,0.483,0.224
b4366,bglJ,0.953,0.224,0.537,1.114,1.612,1.054,0.836,0.816
b4367,fhuF,612.514,156.87,216.502,187.384,513.335,194.327,921.714,857.753
b4368,leuV,0,0,0,0,0,0,0,0
b4369,leuP,0,0,0,0,0,0,0,0
b4370,leuQ,0,0,0,0,0,0,0,0
b4371,rsmC,80.495,80.722,78.074,72.792,86.022,84.779,73.401,84.865
b4372,holD,61.805,70.897,56.665,55.807,69.678,81.934,66.333,58.859
b4373,rimI,77.971,81.429,68.249,63.866,77.246,81.28,77.007,84.282
b4374,yjjG,75.955,84.459,77.832,82.83,73.813,72.691,88.091,87.716
b4375,prfC,157.55,217.103,213.985,203.286,151.815,199.335,156.396,192.072
b4376,osmY,184.797,64.274,67.638,78.916,166.046,65.813,134.526,145.382
b4377,yjjU,16.885,8.185,11.236,16.128,10.151,8.296,12.835,9.663
b4378,yjjV,18.727,8.29,10.203,13.057,9.806,7.472,14.076,14.39
b4379,yjjW,12.708,19.178,21.011,29.364,18.352,13.698,65.724,71.732
b4380,yjjI,12.013,23.484,34.946,39.432,15.045,16.471,89.487,78.639
b4381,deoC,27.708,23.252,26.942,30.122,24.78,20.67,43.508,49.802
b4382,deoA,26.363,20.486,23.747,26.953,25.86,17.976,28.547,42.591
b4383,deoB,149.721,142.063,137.859,156.754,158.864,123.185,130.144,169.207
b4384,deoD,213.743,265.048,257.695,290.684,233.477,228.985,254.066,334.736
b4385,yjjJ,16.972,14.147,15.855,14.588,16.808,14.15,16.04,17.635
b4386,lplA,19.859,19.174,19.666,19.081,16.355,15.326,23.714,31.67
b4387,ytjB,16.215,15.743,13.347,16.517,13.515,15.233,16.06,20.882
b4388,serB,51.145,60.138,50.674,45.778,48.965,49.87,71.408,75.845
b4389,radA,49.414,42.172,44.249,46.52,47.563,40.593,69.987,72.054
b4390,nadR,42.672,33.351,33.812,34.455,47.087,28.398,50.212,54.46
b4391,ettA,170.765,246.294,238.219,238.551,173.03,229.548,202.356,227.307
b4392,slt,20.24,18.951,20.814,22.298,21.688,21.029,29.371,31.443
b4393,trpR,54.622,51.755,60.367,48.989,61.856,60.437,86.952,51.238
b4394,yjjX,36.996,34.664,31.128,32.902,32.47,33.518,39.965,43.632
b4395,ytjC,45.237,76.791,69.595,72.033,51.711,68.785,83.261,74.808
b4396,rob,234.142,155.04,168.005,195.566,253.424,152.928,228.153,227.213
b4397,creA,31.917,34.265,37.585,36.598,30.839,28.738,42.741,38.231
b4398,creB,19.765,16.949,21.598,19.932,14.78,17.573,28.697,29.705
b4399,creC,9.658,5.513,4.143,5.813,8.997,5.391,11.359,12.26
b4400,creD,4.664,2.296,2.172,2.734,5.348,2.624,3.529,2.308
b4401,arcA,523.446,429.233,520.377,487.747,481.099,404.884,688.521,621.181
b4402,yjjY,4.581,1.791,4.427,4.434,7.577,5.702,6.888,1.846
b4403,yjtD,34.714,12.795,18.474,14.787,22.691,14.107,23.325,27.277
b4406,yaeP,45.605,41.596,43.735,67.646,62.819,86.213,54.624,40.465
b4407,thiS,83.053,43.607,36.877,33.693,78.04,39.773,130.185,203.295
b4408,csrB,4556.023,5253.736,5555.128,7221.033,5301.799,6710.522,7667.098,4821.341
b4409,blr,27.602,35.283,45.411,42.586,51.647,89.324,28.261,20.14
b4410,ecnA,216.676,246.379,207.032,208.38,220.078,185.205,216.24,214.568
b4411,ecnB,198.397,92.446,105.447,110.924,235.55,119.402,149.747,111.987
b4412,hokC,14.613,8.09,9.519,13.62,17.934,10.071,21.511,13.184
b4413,sokC,15.357,10.104,5.674,4.736,6.181,4.06,7.848,4.732
b4414,tff,415.553,558.12,554.39,479.582,490.279,1088.631,622.84,421.503
b4415,hokE,2.273,3.137,1.19,0.34,2.063,0.438,1.763,0.851
b4416,rybA,394.839,103.712,73.434,97.065,437.716,133.854,115.92,97.314
b4417,rybB,60.418,49.583,71.281,61.742,71.347,48.246,81.596,50.206
b4418,sraB,72.762,83.102,72.484,56.102,76.006,168.605,93.54,58.715
b4419,ldrA,10.351,5.847,5.457,7.477,11.916,10.338,8.992,6.928
b4420,rdlA,196.51,189.256,191.76,198.272,216.725,196.645,205.343,254.443
b4421,ldrB,5.29,7.952,0.641,3.377,6.52,4.962,3.747,4.217
b4422,rdlB,15.056,5.358,4.729,3.157,10.301,0.677,0.817,3.451
b4423,ldrC,17.941,6.315,4.975,6.994,21.584,12.82,12.239,11.146
b4424,rdlC,8.768,5.2,1.53,0,15.712,1.97,2.38,5.263
b4425,rttR,64.284,14.919,9.278,7.312,75.828,16.977,17.353,17.313
b4426,mcaS,6.945,0,1.678,6.722,7.311,1.921,0,0.7
b4427,micC,0,0,0,0,0,0,0,0
b4428,hokB,11.924,25.765,25.661,28.826,16.026,44.96,41.903,11.278
b4429,sokB,161.472,138.926,122.609,121.865,173.442,79.753,206.177,74.363
b4430,rydB,314.176,242.935,348.812,315.635,252.817,114.938,330.065,294.717
b4431,rprA,6.151,2.406,3.963,2.977,9.25,3.828,4.625,1.859
b4432,ryeA,22.946,19.68,21.726,33.056,41.932,45.738,26.435,13.85
b4433,sdsR,29.619,11.172,12.504,14.527,28.484,15.46,21.789,18.769
b4435,isrC,1.019,0.518,1.067,0.534,1.868,0.229,2.905,0.167
b4436,sibA,6.901,3.157,8.308,5.065,5.396,6.823,6.744,4.519
b4437,sibB,8.768,5.572,2.295,10.342,6.07,4.926,6.744,1.435
b4438,cyaR,141.627,201.784,163.82,168.561,170.252,181.984,139.844,154.068
b4439,micF,1.603,0,2.237,0.56,3.133,0.48,4.061,0
b4440,ryfA,41.349,28.417,28.232,35.987,58.468,54.358,50.936,13.698
b4441,glmY,41.043,33.359,27.28,30.294,47.772,37.987,29.762,15.206
b4442,micA,8.281,2.807,2.89,1.447,7.419,1.861,5.995,0.904
b4443,gcvB,3350.863,5602.151,4943.54,4269.259,4094.748,8093.148,6639.111,2171.349
b4444,omrA,8.469,0,7.093,3.552,23.178,9.643,0.613,0
b4445,omrB,0,0,3.172,0,4.738,2.723,1.316,3.968
b4446,sibC,55.498,19.885,16.232,21.799,49.941,21.697,29.846,17.305
b4447,sibD,66.473,28.221,22.959,38.083,59.616,62.834,47.255,25.578
b4449,sraG,6.21,5.847,6.984,8.924,10.567,14.887,5.245,14.459
b4450,arcZ,2.874,0.418,2.149,1.292,1.605,1.476,0.892,1.075
b4451,ryhB,11.593,5.613,0.578,2.894,9.173,3.474,13.189,7.23
b4452,gadY,20.347,9.623,19.32,29.769,32.376,20.842,12.846,7.436
b4453,ldrD,21.622,29.001,15.894,15.918,14.389,35.978,42.963,20.484
b4454,rdlD,38.039,22.102,9.753,19.536,25.799,16.748,37.936,49.817
b4455,hokA,0,0.165,0.34,0.17,0.635,0,0.353,0
b4456,glmZ,178.226,251.418,205.039,172.641,192.561,356.256,457.032,178.936
b4457,csrC,709.767,2220.862,2590.498,2722.874,1059.085,4257.269,1733.212,819.85
b4458,oxyS,0.452,0.459,0,0,1.324,1.624,0.49,0
b4459,ryjA,2.129,1.083,0,1.116,1.041,3.19,3.083,1.394
b4460,araH,4.606,2.585,3.61,3.088,3.272,2.919,5.33,5.538
b4461,yfjD,38.276,23.552,25.139,25.177,36.866,24.829,41.628,39.157
b4462,ygaQ,0.375,0.269,0.208,0.208,0.582,0.218,0.168,0.202
b4463,ygcU,0.512,0.625,0.429,0.806,0.801,0.798,0.482,0.291
b4464,ghxQ,3.105,3.49,3.137,3.294,4.473,2.612,3.53,7.515
b4465,yggP,1.186,0.791,0.977,0.815,1.425,0.629,1.456,1.095
b4466,yghJ,23.813,40.521,34.974,33.988,23.851,33.592,43.063,52.604
b4467,glcF,5.155,2.621,3.676,4.128,6.467,3.576,4.188,4.226
b4468,glcE,0.613,0.552,0.741,0.742,0.461,0.509,0.692,0.958
b4469,ygiQ,113.624,101.356,81.351,76.289,119.003,75.362,84.065,87.431
b4470,cyuA,5.912,7.071,6.428,6.318,8.39,6.183,9.116,7.991
b4471,tdcG,2.784,2.35,1.753,2.691,4.856,2.438,9.842,7.436
b4472,yhdP,40.403,24.994,24.024,27.075,42.048,26.449,31.575,29.127
b4473,smf,16.804,10.463,13.524,12.364,18.541,15.701,17.193,17.525
b4474,frlC,2.362,1.641,0.876,1.567,2.162,1.451,1.915,2.506
b4475,rtcA,7.719,5.514,7.416,7.556,6.757,7.883,6.074,6.238
b4476,gntU,7.225,5.481,3.976,3.807,6.084,3.847,13.277,11.742
b4477,dgoA,1.889,1.717,1.22,1.77,1.375,1.337,3.536,4.054
b4478,dgoD,2.011,2.132,1.63,1.678,2.071,1.516,2.677,4.191
b4479,dgoR,8.821,6.406,9.385,10.193,8.446,6.926,20.174,15.607
b4480,hdfR,34.305,25.801,25.822,29.769,26.421,23.926,33.335,35.555
b4481,rffT,70.776,39.129,40.096,36.635,61.177,43.545,43.262,49.102
b4482,yigE,1.624,2.84,2.04,4.018,2.095,2.218,2.257,2.467
b4483,tatD,49.398,53.874,52.614,54.723,52.657,50.166,60.981,72.588
b4484,cpxP,475.714,130.834,70.029,77.155,775.856,134.03,86.799,92.991
b4485,ytfR,3.57,2.202,2.232,2.01,3.231,1.738,4.379,4.524
b4486,yjiV,9.111,6.424,5.486,6.567,9.673,5.351,12.948,14.754
b4487,yjdP,9.937,4.822,8.354,6.236,10.228,6.699,9.483,8.084
b4488,ilvG,23.89,15.816,19.13,21.313,21.3,17.295,35.783,40.544
b4490,efeU,66.624,22.855,15.699,17.135,52.016,26.582,55.156,71.77
b4491,ycgH,3.434,3.243,2.495,3.01,3.283,2.783,4.89,3.956
b4492,ydbA,10.729,8.477,6.12,7.234,10.266,6.819,10.754,11.294
b4493,gapC,394.343,255.167,290.738,327.507,426.012,226.298,370.987,338.013
b4494,arpB,0.392,0.319,0.055,0.329,0.639,0.094,0.54,0.342
b4495,yedN,1.188,0.984,0.415,0.277,0.946,0.752,0.86,0.173
b4496,yedS,3.79,2.498,1.613,2.445,3.664,1.947,4.658,2.836
b4497,yeeL,0.991,1.055,0.593,0.742,0.692,0.763,1.23,0.803
b4498,gatR,34.773,17.534,10.93,17.024,57.172,10.559,39.209,51.434
b4499,yehH,1.581,1.122,1.009,1.321,1.24,1.023,1.075,1.342
b4500,yfaS,1.775,0.9,1,0.831,1.329,0.718,1.459,1.78
b4501,torI,21.752,20.61,11.516,10.238,23.919,18.776,22.279,8.74
b4502,yeiW,17.925,2.179,3.876,1.43,29.329,1.576,3.808,2.041
b4503,yafF,2.892,0.267,0.275,1.654,2.056,0.473,0.285,0.344
b4504,ykfH,0,0.455,0.117,0.235,0,0.503,0.243,0
b4505,insX,21.55,28.911,25.799,20.713,23.404,24.125,29.902,30.705
b4506,ykgO,8.104,5.733,5.349,7.759,9.816,6.493,15.88,11.768
b4508,peaD,3.026,0.567,0.667,0.584,2.257,1.718,2.507,3.128
b4509,ylcG,0.176,0.358,0.369,0.739,0.172,0.634,0,0
b4510,rzoD,2.376,1.656,0.924,0.854,2.985,1.037,2.506,2.311
b4511,ybdZ,41.97,2.768,9.026,5.709,39.361,5.098,183.046,221.348
b4512,ybdD,42.909,14.288,21.279,21.049,29.187,11.729,47.141,63.753
b4513,kdpF,0,0.561,0,0,0.54,0,0,0
b4514,ybfQ,3.02,2.179,3.264,4.903,2.285,2.627,3.385,2.807
b4515,cydX,1243.836,1821.996,1788.617,1758.21,1368.729,1308.903,1674.672,2205.445
b4516,insA-4,13.19,7.43,4.774,6.185,13.893,6.609,7.481,7.603
b4517,gnsA,534.1,78.101,80.266,114.519,538.945,178.005,102.17,79.465
b4518,ymdF,10.279,9,5.979,11.976,19.537,7.444,13.643,8.227
b4519,icdC,770.85,346.282,311.465,303.257,646.044,464.618,683.895,945.056
b4520,ymgF,12.024,17.301,11.163,13.083,16.631,18.558,14.535,11.587
b4521,ycgI,1.3,0.881,0.907,3.029,3.247,2.856,2.98,1.135
b4522,ymiA,11.292,18.677,11.822,17.839,23.546,33.835,19.783,18.337
b4523,yciX,41.255,70.065,45.669,64.034,54.056,75.766,86.55,61.775
b4524,ymjB,1.961,0.665,0.684,0.457,1.491,1.175,0.237,0.856
b4525,ymjC,2.308,4.693,4.974,3.131,4.955,2.033,4.62,8
b4526,ydaE,0.581,0.886,0.304,0.152,0.994,0,1.893,0
b4527,ydaF,12.421,3.724,6.835,2.672,19.301,2.577,6.398,6.256
b4528,rzoR,1.314,0.361,0.35,0.608,0.587,0.3,1.015,1.749
b4529,ydbJ,76.479,69.818,80.654,101.264,94.217,96.014,98.813,81.883
b4532,hicA,5.614,8.991,4.555,6.622,10.152,9.967,7.773,5.882
b4533,ynfO,1.274,0.864,2.667,2.449,0.208,2.099,1.614,0.834
b4534,ynfP,0,0.455,0,0.469,1.313,0,0,0
b4535,yniD,4.6,5.613,2.408,2.412,3.597,7.857,3.497,3.012
b4536,yobH,88.81,61.464,49.849,60.778,93.08,70.714,46.759,42.023
b4537,yecJ,502.16,303.914,155.016,179.439,618.994,373.599,80.073,84.175
b4538,yoeF,7.515,1.981,3.06,3.648,6.121,2.002,5.592,3.098
b4539,yoeB,80.955,110.051,87.611,105.518,74.464,64.278,136.469,118.397
b4541,yehK,0.469,0.238,0,0.41,0.916,0.14,0.085,0.512
b4542,yohO,21.622,8.42,4.335,9.888,33.5,19.023,11.24,6.928
b4543,ypaA,69.717,76.457,68.096,62.738,48.825,50.184,90.502,89.555
b4544,arnE,10.72,4.135,6.038,4.496,11.129,5.117,10.598,6.003
b4545,ypdJ,0.352,0,0.922,1.108,1.894,0.634,1.339,0.923
b4546,ypeB,61.594,52.825,53.916,57.091,62.091,52.003,67.996,71.158
b4547,ypfN,98.873,86.208,76.083,99.136,104.859,82.324,109.651,149.072
b4548,ypjJ,0.124,1.257,0.776,1.166,3.141,0.444,0.939,0.971
b4550,arfA,75.66,43.368,32.54,42.699,64.862,53.227,30.179,36.396
b4551,yheV,38.19,15.96,13.974,14.125,34.067,19.553,31.808,36.257
b4552,yrhC,11.108,2.875,2.749,2.753,7.897,2.088,2.193,3.174
b4553,ysaB,9.606,4.041,3.468,5.73,13.274,4.02,3.957,4.338
b4554,yibT,61.986,50.038,58.704,82.856,60.358,55.296,67.056,71.264
b4555,yicS,9.464,5.67,4.246,7.442,8.259,4.254,6.056,3.541
b4556,ysdC,5.895,4.424,3.233,2.06,1.921,2.397,4.725,2.941
b4557,yidD,905.476,640.197,521.469,439.073,827.841,601.809,539.53,635.669
b4558,yifL,91.696,104.628,136.542,159.733,115.696,179.632,160.669,118.015
b4559,ghoT,6.282,39.196,24.364,34.88,13.536,15.657,63.1,33.656
b4561,insM,1.151,3.804,3.113,4.324,2.813,8.277,1.042,1.131
b4565,sgcB,1.87,1.539,1.025,0.373,1.567,0.8,1.16,3.032
b4566,topAI,4.911,4.797,1.815,2.524,2.353,3.116,2.614,5.674
b4567,yjjZ,48.426,2.345,3.731,6.814,47.744,4.334,230.381,173.788
b4568,ytjA,380.295,111.328,129.719,118.34,305.771,113.309,234.129,306.058
b4569,yhcE,1.554,1.479,1.437,1.266,2.125,0.959,1.11,1.077
b4570,lomR,1.527,1.348,0.637,0.651,1.619,0.817,1.533,0.985
b4571,wbbL,76.984,73.151,73.34,70.403,71.689,56.82,79.836,114.48
b4572,ylbE,1.301,1.022,0.206,0.93,0.732,0.939,0.771,1.084
b4573,insZ,9.97,5.125,5.393,5.75,9.15,4.182,12.992,17.845
b4575,yjgX,41.148,14.831,14.056,19.335,47.916,22.052,20.159,17.257
b4576,insB-7,25.976,5.312,3.87,6.46,24.378,5.14,11.133,10.07
b4577,sgrS,2.189,2.225,1.833,3.328,5.241,6.198,9.388,3.87
b4578,yncK,1.035,0.585,0.12,0.362,1.237,0.517,1.249,0.301
b4579,yaiX,2.228,1.163,1.031,1.271,2.185,1.488,4.738,3.727
b4580,yaiT,5.222,2.258,2.429,2.237,6.638,2.026,3.649,3.6
b4581,ybeM,13.934,7.309,8.647,7.338,16.64,8.048,14.652,14.533
b4582,yoeA,7.061,2.723,3.822,3.695,6.381,4.603,53.257,34.274
b4583,phnE,0.237,0.241,0.248,0.062,0.116,0,0.45,0.233
b4584,rpnD,5.287,3.73,6.608,6.505,5.062,5.48,7.733,9.396
b4585,chiX,5.323,4.811,3.096,4.961,2.891,6.38,8.992,3.873
b4586,ykfM,1.76,0.842,0.217,0,0.506,0.093,0.393,0.271
b4587,insN,12.276,9.761,10.008,10.792,11.851,8.843,17.247,16.273
b4588,ylcH,3.897,6.934,1.53,5.618,7.142,5.692,5.554,3.509
b4589,ylcI,1.784,2.332,5.068,4.007,3.238,6.413,4.15,6.84
b4590,ybfK,0,0,0,0,0,0,0,0
b4592,appX,24.842,191.754,391.517,299.127,42.82,118.618,19.145,22.039
b4593,ymgI,0,3.629,1.495,4.491,2.372,3.722,1.24,1.122
b4594,ymgJ,0.267,1.901,0,0,0,0.48,0.58,0
b4595,yciY,28.839,34.26,37.368,34.131,44.935,71.87,36.279,12.34
b4596,yciZ,23.271,15.388,16.741,27.545,34.609,40.298,30.232,18.511
b4597,rydC,1.553,0,0,1.628,4.553,2.791,1.686,4.067
b4598,yncL,17.079,17.366,20.59,15.737,23.27,34.892,21.918,6.778
b4599,mgtS,108.166,86.303,63.394,70.003,128.997,147.477,116.898,46.767
b4601,ydgU,1.183,0,0.619,0,0,0,1.285,3.873
b4602,ynhF,54.1,62.868,53.172,54.41,76.083,80.887,71.937,36.149
b4603,rseX,1.092,1.665,0,0,0.534,0,0,0
b4604,yojO,0.903,0,0,0,0.883,0.271,0.654,0.789
b4605,ypaB,0.69,1.052,0.722,2.171,3.71,1.861,1.873,0.904
b4606,ypfM,50.512,58.938,73.689,82.484,87.415,93.045,447.81,183.273
b4608,ohsC,3.871,0,0.676,0,1.892,0.58,0,0
b4609,ryfD,145.056,100.507,94.938,91.622,121.409,97.444,104.888,123.082
b4610,ygdT,1.352,1.375,0.708,0.354,0.661,2.431,1.101,1.328
b4611,sibE,98.677,81.567,76.398,93.88,103.366,106.382,105.471,47.897
b4612,yrhD,0.318,0,0,0,1.245,0.286,0,0
b4613,dinQ,106.465,129.905,169.052,195.977,167.66,342.407,199.754,79.785
b4614,sokA,42.231,0.842,0.867,6.946,25.901,2.977,5.395,15.182
b4615,yibV,1.035,0.601,0.464,0.31,0.723,0.399,0.482,0.581
b4616,istR,2.839,3.969,2.601,3.349,3.469,3.828,5.01,5.112
b4618,tisB,153.467,180.183,207.486,252.951,253.071,304.196,264.37,156.885
b4620,yjbT,2.137,0.543,0.373,1.307,1.915,1.761,0.58,0.7
b4621,yjbS,0.487,0,0,0,0.476,0,0,0.319
b4622,ytcA,0,0,0,0,0,0,0,0
b4623,insO,5.483,4.456,3.118,3.457,5.624,3.639,4.486,2.633
b4624,ryjB,13.249,6.175,8.091,5.21,9.173,4.962,13.189,4.338
b4625,symR,0.645,1.312,1.351,0,0.631,1.16,0.701,0
b4626,ykfN,0,0,0,0,0,0,0,2.066
b4627,ykfL,0.448,1.024,0.117,0.235,0.438,0.302,0.122,0.733
b4628,ykfK,0.259,0,0.406,0,0.885,0,0.141,0
b4630,ykgP,0.552,0,0,0,0,0.496,0.599,0
b4631,ykgQ,4.622,2.35,0.806,0.404,4.518,0.692,0.836,0.504
b4632,ylbI,1.553,0.526,0,0,1.518,0.93,1.124,0
b4633,xisD,7.274,5.234,6.092,4.341,10.282,9.556,4.861,7.621
b4634,aaaD,1.849,0.654,1.01,0.759,1.493,1.373,1.571,1.369
b4636,ybfI,0.331,0,0,0,1.295,0,0,0
b4637,uof,24.556,20.904,14.05,30.838,17.583,25.154,20.775,33.282
b4638,ttcC,20.458,11.887,2.04,6.129,24.758,16.639,8.463,11.482
b4639,yeeH,5.711,3.484,2.392,1.796,6.14,0.513,3.721,2.992
b4640,yoeG,10.813,11.469,9.759,9.53,12.346,8.882,9.515,6.226
b4641,yoeH,10.624,17.157,14.067,13.106,18.937,27.527,6.787,4.092
b4642,yoeD,9.629,3.133,0,0,3.012,0.346,0.836,1.009
b4643,pawZ,112.616,13.472,12.137,6.946,226.631,38.707,28.775,26.027
b4644,ypjI,0.183,0.743,0,0,0.179,0,0.198,0
b4645,psaA,141.953,64.953,59.447,107.911,104.065,95.704,73.222,69.715
b4646,yrdE,11.601,4.103,7.921,9.52,12.696,6.235,13.214,10.652
b4647,mokA,0,0.137,0.281,0.141,0.525,0,0.292,0
b4648,ysaC,3.41,2.972,6.629,1.532,2.381,2.627,2.116,4.465
b4649,ysaD,0,0,1.625,0.543,1.012,0.233,0,0.678
b4650,yibS,1.577,1.303,0.619,0.93,0.964,2.393,1.927,1.678
b4651,yibW,1.565,0.83,0.784,0.999,1.397,0.673,1.256,0.891
b4652,yibU,0.25,0,0.261,0,0.488,1.122,0,0.327
b4653,yicT,14.303,3.827,1.97,3.552,19.499,3.722,8.175,4.929
b4654,yjdQ,11.888,0.62,0,0,16.982,1.644,1.986,0.798
b4655,ythA,3.549,0.802,0.826,0.827,1.927,0.709,0.856,1.291
b4656,yjhY,13.706,14.517,15.744,18.563,14.885,14.887,24.806,22.936
b4657,yjhZ,2.626,0.411,1.269,0.424,1.184,0.908,0.219,0
b4658,yghX,5.973,2.085,3.111,4.861,3.108,2.03,4.098,3.269
b4660,yhiL,1.051,0.094,0.388,0.519,0.937,0.222,0.269,0.202
b4661,yfcU,4.807,1.823,2.3,2.638,3.496,1.739,3.405,2.533
b4662,sgrT,3.388,3.827,3.152,5.723,8.278,10.15,16.145,6.162
b4663,azuC,75.953,73.746,32.286,56.885,94.336,118.071,18.604,14.958
b4664,ibsD,2.484,0,1.734,1.737,1.619,1.489,0,4.338
b4665,ibsC,42.231,5.894,10.403,6.946,30.757,8.932,15.287,5.422
b4666,ibsE,1.656,0.842,0,0.868,0,0,0,0
b4667,ibsA,0.828,3.368,0.867,5.21,0,0,4.496,1.084
b4668,ibsB,6.973,3.545,2.738,4.57,4.26,4.701,2.84,0
b4669,ilvX,31.174,31.698,39.777,40.348,30.947,43.348,38.613,34.447
b4670,yjeV,37.723,14.033,21.192,11.577,76.443,25.639,8.992,21.689
b4671,ykgR,0.487,0,0,0,0,0,1.587,0.638
b4672,ymiB,3.785,0,0.991,4.961,3.7,2.127,2.569,1.859
b4673,ymjD,4.517,2.679,1.576,0.789,3.068,1.915,2.183,1.972
b4674,ynbG,0,0,0,0,0,0,0,0
b4675,yoaJ,79.163,55.571,49.242,46.191,98.099,53.892,62.585,65.935
b4676,yoaK,98.364,84.963,70.668,73.407,127.786,75.79,99.186,93.986
b4677,yobI,0,5.358,2.364,0,0,1.353,0.817,0.986
b4678,yoeI,147.868,402.145,306.729,332.83,214.297,655.039,166.141,146.144
b4679,yohP,7.098,3.608,5.573,8.683,8.672,2.658,8.35,3.098
b4680,ypdK,158.712,171.904,114.146,213.445,290.033,389.55,68.94,23.497
b4682,yqcG,0.176,0,0,0,0,0.158,0.383,0
b4683,yqeL,1.84,0,0,0,1.199,0,3.997,0
b4684,yqfG,0,1.002,0.206,0,1.156,1.418,0,0
b4685,yrbN,1268.161,597.804,568.964,400.039,1000.951,435.039,435.62,665.536
b4686,yshB,341.52,289.913,255.393,261.884,463.761,390.69,224.561,204.582
b4687,shoB,20.242,47.4,39.172,60.456,55.159,97.043,32.638,8.836
b4688,ykgS,12.571,5.874,7.258,10.702,24.146,18.176,11.292,5.296
b4689,rzoQ,3.41,0.396,0.204,0,2.381,0.175,1.164,0.638
b4690,eyeA,52.996,28.964,32.597,29.173,45.326,26.202,57.55,52.054
b4691,sroH,116.34,47.067,41.354,34.299,101.049,32.456,149.125,164.891
b4692,oweE,0.425,1.727,1.483,2.709,1.417,1.241,1.459,1.39
b4693,aaaE,1.224,1.407,0.778,0.97,0.89,0.923,0.941,1.202
b4696,yneO,3.5,2.478,2.331,3.075,2.472,2.084,3.791,2.94
b4697,yrdF,16.503,12.011,24.553,21.312,16.811,15.616,38.484,32.079
b4698,mgrR,56.274,11.856,10.35,15.416,60.209,8.659,10.736,13.943
b4699,fnrS,20.667,33.538,33.22,38.743,33.056,23.082,50.326,29.8
b4700,sokE,5.053,5.566,3.967,3.532,1.646,1.135,3.658,0
b4701,sokX,0,0,0,0.93,0,0.798,3.854,0
b4702,mgtL,62.565,118.812,94.399,97.437,116.913,264.662,97.915,50.608
b4703,pmrR,1032.317,515.29,412.081,396.502,894.111,494.753,250.582,328.229
b4704,arrS,0,0,0.754,3.02,1.408,0.647,0,0
b4705,mntS,239.56,124.926,102.419,148.411,355.569,243.736,165.832,97.097
b4706,iroK,7.528,0.765,2.364,3.157,1.84,1.692,2.044,1.479
b4707,esrE,84.251,74.14,63.404,65.946,85.468,56.329,78.859,105.433
b4708,insI2,5.234,6.097,4.134,4.766,4.605,3.144,5.814,4.551
b4709,insA9,29.74,11.182,8,9.324,32.949,11.235,11.903,11.092
b4710,insB9,15.48,4.481,4.401,3.179,14.061,3.952,6.406,5.545
b4711,insH21,38.43,32.633,29.829,33.019,35.25,26.024,65.06,76.098
b4712,agrA,89.312,62.547,81.739,65.119,74.002,58.486,61.661,98.376
b4713,agrB,20.11,28.868,11.765,9.303,41.626,42.535,13.488,6.197
b4714,ralA,1.388,1.129,0.581,0.582,0.271,0.749,0.904,0
b4715,ytiA,2.792,3.427,2.218,2.019,1.976,1.731,7.11,2.522
b4716,cpxQ,535.813,138.926,87.441,94.31,841.073,117.045,100.464,92.553
b4717,micL,531.305,82.409,90.703,108.097,950.634,117.237,114.987,77.268
