Locus_tag,Gene_name,Rich_M9_ATC5_1.rep1,Rich_M9_ATC5_1.rep2,Rich_M9_ATC5_2.rep1,Rich_M9_ATC5_2.rep2,Rich_M9_No_ATC_1.rep1,Rich_M9_No_ATC_1.rep2,Rich_M9_No_ATC_2.rep1,Rich_M9_No_ATC_2.rep2
b3981,secE,813.441,853.555,781.999,786.718,901.21,923.824,684.669,758.951
b3982,nusG,774.192,999.548,880.459,826.843,770.17,855.281,787.16,779.499
b3983,rplK,3423.717,4063.573,4094.342,4055.951,3404.156,4304.031,3197.814,3485.281
b3984,rplA,4990.746,6024.727,5874.328,5262.161,4494.483,5356.783,4628.324,5880.623
b3985,rplJ,6410.695,7939.495,7870.171,7108.787,5824.814,7232.247,7520.915,8378.874
b3986,rplL,9665.518,12332.835,12434.498,11316.74,8627.086,10867.575,11482.992,12375.531
b3987,rpoB,722.929,799.641,824.598,744.783,613.856,710.825,446.341,799.713
b3988,rpoC,702.306,787.136,814.263,752.148,582.965,693.88,577.248,869.022
b3989,yjaZ,14.261,14.407,7.321,10.901,11.691,12.985,8.692,6.025
b3990,thiH,104.384,42.834,37.682,39.531,91.003,40.251,133.098,193.424
b3991,thiG,92.021,44.392,33.362,35.744,80.53,39.825,127.675,193.472
b3992,thiF,81.065,36.118,31.099,30.768,71.368,32.374,127.425,190.254
b3993,thiE,91.907,43.33,32.919,38.58,91.21,37.991,142.729,239.092
b3994,thiC,98.647,40.887,32.236,36.846,85.319,37.112,143.846,254.779
b3995,rsd,92.91,31.773,28.898,34.621,89.39,31.928,56.328,45.561
b3996,nudC,63.549,47.125,42.204,54.855,65.755,42.902,59.878,61.2
b3997,hemE,84.975,81.684,81.907,80.735,88.942,78.211,98.964,112.478
b3998,nfi,86.762,70.929,67.303,75.895,80.65,62.573,88.517,108.252
b3999,yjaG,112.818,125.698,116.31,118.514,120.67,115.546,119.774,135.42
b4000,hupA,1062.194,1383.064,1237.807,1528.124,1344.04,1493.388,2052.881,2023.169
b4001,yjaH,79.701,70.334,64.982,67.439,73.718,58.811,120.27,117.841
b4002,zraP,0.933,0.83,1.099,2.323,0.684,1.048,2.66,0.611
b4003,zraS,3.998,2.186,3.684,2.143,2.762,2.124,6.908,7.61
b4004,zraR,5.564,3.372,4.825,3.477,4.01,3.015,6.347,5.962
b4005,purD,229.585,519.814,574.634,524.343,226.405,455.689,162.528,256.487
b4006,purH,156.832,443.277,475.602,445.397,174.86,423.444,142.178,246.683
b4007,rrsE,0,0,0,0,0,0,0,0
b4008,gltV,0,0,0,0,0,0,0,0
b4009,rrlE,0,0,0,0,0,0,0,0
b4010,rrfE,0,0,0,0,0,0,0,0
b4011,yjaA,6.21,1.184,0.406,0.95,6.956,2.21,0.703,1.017
b4012,yjaB,6.49,11.037,9.021,10.325,7.985,8.952,13.124,11.431
b4013,metA,6.304,4.183,4.363,5.041,4.909,2.881,4.583,4.408
b4014,aceB,193.85,112.658,130.527,119.881,171.852,109.591,203.115,343.209
b4015,aceA,211.66,108.799,136.915,104.53,174.42,114.444,287.418,553.049
b4016,aceK,59.924,21.871,28.089,21.564,49.682,25.995,55.63,112.192
b4017,arpA,1.749,0.393,0.238,0.333,2.087,0.592,0.863,0.833
b4018,iclR,189.581,93.567,93.25,93.519,203.791,93.925,125.106,125.955
b4019,metH,33.392,18.43,19.386,21.438,33.035,17.263,47.758,61.447
b4020,yjbB,14.339,7.584,7.777,7.342,12.29,6.267,11.868,12.878
b4021,pepE,44.643,172.496,171.351,218.271,66.3,154.31,159.67,114.858
b4022,rluF,29.537,28.876,30.506,29.419,30.151,26.858,49.38,55.005
b4023,yjbD,100.641,62.732,64.972,72.323,106.733,59.222,93.677,79.606
b4024,lysC,23.922,10.628,13.832,12.31,21.656,8.701,26.137,27.377
b4025,pgi,146.733,265.636,308.218,326.242,148.84,207.312,262.996,358.541
b4026,yjbE,11.245,3.534,5.565,6.431,12.79,4.962,8.659,5.355
b4027,yjbF,0.156,0.237,0.407,0.245,0.228,0.559,0.169,0.305
b4028,yjbG,0.135,0.274,0.282,0.282,0.263,0.242,0.548,0.705
b4029,yjbH,2.654,2.602,1.91,3.031,4.493,2.79,2.997,2.451
b4030,psiE,16.319,11.554,8.859,10.14,15.361,9.78,6.301,6.016
b4031,xylE,1.885,1.574,1.551,1.412,2.237,1.422,1.572,1.631
b4032,malG,9.953,7.371,4.203,7.893,15.098,5.238,33.365,43.78
b4033,malF,4.904,3.564,3.165,3.81,8.738,3.136,23.153,38.135
b4034,malE,33.248,76.817,39.219,67.186,61.571,51.599,118.823,142.263
b4035,malK,5.431,4.64,3.752,5.928,8.986,4.702,78.295,68.449
b4036,lamB,25.453,43.003,22.944,40.052,52.203,28.992,79.32,113.88
b4037,malM,13.055,18.266,10.053,18.892,31.058,11.008,43.057,62.595
b4038,yjbI,0.503,0.479,0.132,0.132,0.829,0.339,0.444,0.617
b4039,ubiC,82.607,46.157,38.96,46.865,80.549,46.814,49.403,48.409
b4040,ubiA,80.018,48.667,37.835,42.786,70.704,42.922,41.036,53.179
b4041,plsB,106.357,105.101,105.856,105.05,108.347,97.467,87.184,108.795
b4042,dgkA,62.744,94.192,79.504,93.319,72.78,89.324,82.465,75.824
b4043,lexA,496.511,268.147,264.948,288.491,494.01,263.02,362.3,309.578
b4044,dinF,40.323,21.873,20.467,20.253,36.352,21.829,26.918,28.125
b4045,yjbJ,173.893,97.669,115.921,159.51,249.756,140.791,108.163,75.602
b4046,zur,109.477,80.282,77.217,81.171,110.868,83.351,113.552,99.367
b4047,yjbL,0.195,0,0,0,0.286,0.263,0,0.51
b4048,yjbM,0.632,0.571,0.882,0.589,0.857,0.789,0.838,0.368
b4049,dusA,121.29,71.252,65.245,57.666,130.72,68.757,85.14,89.389
b4050,pspG,26.784,13.721,9.847,8.575,22.183,14.152,10.435,21.421
b4051,qorA,25.599,19.15,21.568,27.053,23.344,16.113,32.514,33.327
b4052,dnaB,126.437,113.845,101.571,97.458,125.25,105.804,136.464,133.535
b4053,alr,121.15,89.671,91.558,90.829,112.551,85.54,104.134,103.084
b4054,tyrB,56.508,30.717,29.885,33.901,46.123,28.765,57.884,62.888
b4055,aphA,25.399,17.972,23.094,23.202,21.697,15.388,63.247,51.58
b4056,yjbQ,40.986,39.797,61.122,64.9,39.713,42.895,71.937,52.975
b4057,yjbR,69.863,71.25,94.707,92.297,64.616,61.238,109.115,101.793
b4058,uvrA,73.778,40.927,39.929,42.702,71.392,36.767,56.877,71.291
b4059,ssb,287.647,222.583,240.997,242.043,298.707,223.558,295.285,254.333
b4060,yjcB,264.804,140.628,82.082,96.431,267.961,135.094,54.336,54.915
b4061,pdeC,5.635,3.311,3.147,3.25,5.263,2.842,4.896,4.92
b4062,soxS,17.328,27.91,18.141,26.691,18.136,27.293,26.477,24.902
b4063,soxR,10.15,8.583,10.851,11.763,9.399,7.876,12.531,14.413
b4064,ghxP,176.506,350.412,279.075,295.283,162.562,315.643,139.119,159.97
b4065,yjcE,31.466,18.891,21.721,22.511,24.606,20.138,33.549,33.598
b4066,yjcF,0.269,0.078,0.443,0.242,0.263,0.311,0.209,0.503
b4067,actP,2.951,1.072,1.608,1.752,2.605,1.096,2.551,2.484
b4068,yjcH,1.104,0.321,2.147,1.24,1.31,0.78,1.713,2.066
b4069,acs,3.83,0.825,0.85,1.17,2.653,1.231,1.9,3.388
b4070,nrfA,13.813,10.863,16.542,13.74,17.32,7.381,24.179,24.202
b4071,nrfB,10.34,6.192,8.44,9.188,12.805,5.396,17.984,23.066
b4072,nrfC,7.948,6.691,5.767,7.791,12.647,4.785,21.557,21.157
b4073,nrfD,20.247,11.006,9.403,11.459,29.179,6.067,26.751,18.698
b4074,nrfE,8.37,3.7,2.305,3.423,12.163,2.221,6.26,4.883
b4075,nrfF,15.785,3.223,2.032,3.188,24.977,3.14,7.447,4.406
b4076,nrfG,10.112,4.316,3.311,3.709,16.188,3.105,6.733,4.305
b4077,gltP,70.82,52.364,50.828,47.06,67.154,49.012,62.247,72.248
b4078,yjcO,18.361,23.685,24.01,28.199,16.188,22.816,33.427,29.469
b4079,fdhF,17.417,44.568,72.951,64.585,23.513,34.702,50.512,36.32
b4080,mdtP,0.677,0.344,0.709,0.533,0.927,0.67,1.214,0.976
b4081,mdtO,0.533,0.295,0.228,0.622,0.592,0.446,0.421,0.349
b4082,mdtN,0.096,0.245,0.151,0.177,0.094,0.238,0.314,0.315
b4083,yjcS,0.35,0.127,0.131,0.341,0.245,0.382,0.027,0.229
b4084,alsK,2.725,2.743,2.433,3.529,3.107,1.513,3.133,3.183
b4085,alsE,2.177,1.996,1.308,2.395,2.861,0.802,2.054,1.73
b4086,alsC,0.582,0.154,0.239,0.797,0.866,0.524,1.32,1.26
b4087,alsA,0.389,0.198,0.492,0.51,0.412,0.306,0.933,1.231
b4088,alsB,3.663,3.562,3.362,3.757,2.957,3.221,6.052,7.056
b4089,alsR,25.985,18.597,18.944,18.798,23.001,14.962,30.216,31.073
b4090,rpiB,2.981,2.077,2.659,3.184,6.745,3.523,6.354,4.049
b4092,phnP,7.79,5.291,5.38,6.795,8.382,4.943,6.717,7.458
b4093,phnO,13.021,10.742,11.18,12.156,14.123,7.854,9.798,14.509
b4094,phnN,0.801,0.996,0.653,0.513,1.131,0.6,2.176,1.166
b4095,phnM,0.59,0.2,0.32,0.275,0.555,0.295,0.593,0.229
b4096,phnL,0.547,0.26,0.382,0.459,0.321,0.295,0.436,0.478
b4097,phnK,0.327,0.266,0.685,0.309,0.48,0.177,0.462,0.171
b4098,phnJ,0.294,0.299,0.061,0.462,0.23,0.132,0.287,0.692
b4099,phnI,0.233,0.047,0.098,0.171,0.137,0.231,0.355,0.305
b4100,phnH,0,0.173,0,0.223,0.208,0.153,0.553,0
b4101,phnG,0.274,0,0,0.173,0.322,0,0.298,0.072
b4102,phnF,0.582,0,0,0.036,0,0.123,0.334,0.134
b4105,phnD,0.147,0.447,0.179,0.256,0.143,0.22,0.106,0.32
b4106,phnC,0.252,0.128,0.033,0.066,0.123,0.17,0.068,0
b4107,yjdN,6.266,2.731,3.163,4.928,4.484,1.811,3.524,3.81
b4108,yjdM,150.234,226.733,249.243,237.684,173.153,261.59,176.311,161.119
b4109,crfC,8.058,2.516,2.894,3.05,7.288,3.096,6.39,7.648
b4110,yjcZ,7.263,3.506,3.136,2.874,6.878,3.379,6.322,5.774
b4111,proP,1057.671,667.633,522.132,586.945,919.673,611.952,248.047,369.495
b4112,basS,9.941,8.258,7.717,8.444,8.983,7.914,10.993,13.377
b4113,basR,12.625,13.479,12.674,16.158,14.954,12.584,18.509,18.966
b4114,eptA,0.952,1.475,1.74,1.727,1.063,1.25,0.558,0.811
b4115,adiC,2.191,9.817,22.82,22.699,2.323,10.214,3.428,2.918
b4116,adiY,2.478,17.237,33.38,37.328,3.633,11.839,8.426,5.807
b4117,adiA,1.862,3.92,10.733,9.096,2.013,4.293,3.259,4.103
b4118,melR,3.389,2.612,3.147,3.324,1.656,2.309,13.651,13.171
b4119,melA,2.308,3.278,1.611,3.419,2.901,1.943,2.467,4.079
b4120,melB,3.564,1.812,2.707,3.334,4.781,2.607,2.314,3.203
b4121,yjdF,6.151,3.769,5.119,6.698,6.244,4.466,6.937,3.821
b4122,fumB,9.125,72.128,65.091,105.993,12.532,35.727,37.066,46.815
b4123,dcuB,5.576,31.438,38.479,56.951,7.243,19.4,36.391,27.657
b4124,dcuR,28.982,30.206,31.462,29.412,24.248,27.262,44.699,41.932
b4125,dcuS,23.167,21.653,19.745,20.988,23.702,21.524,29.241,24.48
b4126,yjdI,16.346,8.529,8.332,11.05,23.546,13.824,13.43,10.985
b4127,yjdJ,45.498,24.242,26.865,37.402,43.761,18.568,30.731,32.415
b4128,ghoS,2.175,19.731,16.551,19.733,4.66,14.286,35.151,18.841
b4129,lysU,107.812,157.114,175.134,211.126,134.878,136.104,172.522,167.341
b4130,dtpC,4.873,3.326,5.137,4.913,4.963,3.523,3.034,3.838
b4131,cadA,1.55,4.057,12.205,12.284,1.153,4.148,1.482,1
b4132,cadB,0.633,2.479,7.091,8.39,0.873,1.623,0.808,0.487
b4133,cadC,7.135,7.451,7.131,7.312,6.942,5.34,8.063,8.921
b4134,pheU,0,0,0,0,0,0,0,0
b4135,yjdC,83.971,65.692,71.251,75.701,94.935,59.006,77.745,87.999
b4136,dsbD,25.354,24.471,21.842,23.148,22.88,19.635,26.659,35.58
b4137,cutA,38.252,28.836,25.624,24.05,46.558,30.104,22.441,33.301
b4138,dcuA,132.566,238.121,215.574,257.155,157.105,179.985,410.863,450.525
b4139,aspA,108.426,162.806,302.937,266.349,117.202,120.839,1268.064,1122.584
b4140,fxsA,15.832,13.239,10.032,12.232,16.697,11.142,11.876,10.231
b4141,yjeH,20.474,6.591,6.124,6.797,20.785,7.177,13.22,11.233
b4142,groS,212.001,579.676,482.474,532.557,258.098,525.915,301.972,369.158
b4143,groL,216.578,576.241,496.851,491.424,253.035,443.499,355.674,494.939
b4144,yjeI,147.227,177.957,193.958,228.542,156.803,187.479,311.678,293.355
b4145,yjeJ,3.998,3.426,0.957,1.617,4.242,1.643,3.411,5.011
b4146,epmB,103.037,65.787,55.959,57.411,94.39,64.237,73.982,72.592
b4147,efp,806.287,1656.914,1551.074,1555.871,746.613,1371.242,1222.934,1112.975
b4148,gdx,188.579,40.51,48.417,39.317,207.388,45.785,67.696,63.431
b4149,blc,33.029,20.34,27.664,35.511,31.466,16.602,28.492,28.939
b4150,ampC,19.146,21.384,19.747,24.807,20.342,14.277,45.556,47.108
b4151,frdD,241.035,540.269,491.695,704.225,330.638,359.093,937.358,957.667
b4152,frdC,169.251,377.933,374.028,481.683,218.843,239.493,674.957,798.309
b4153,frdB,129.178,280.843,337.042,393.619,156.791,186.638,541.475,696.443
b4154,frdA,135.635,286.622,447.771,453.723,135.557,250.479,647.928,693.46
b4155,epmA,39.117,25.828,23.987,18.43,36.348,24.98,52.739,45.64
b4156,yjeM,5.686,4.42,5.347,5.182,6.026,4.532,7,6.45
b4157,yjeN,8.359,6.656,4.541,4.135,9.79,6.238,6.851,10.225
b4158,yjeO,12.303,5.613,4.789,5.54,9.559,4.892,7.022,5.68
b4159,mscM,29.984,18.656,18.051,18.274,30.491,16.426,27.366,27.239
b4160,psd,125.671,80.783,76.682,83.599,125.669,78.008,111.692,138.26
b4161,rsgA,160.705,99.406,91.287,85.786,158.858,85.337,140.134,156.366
b4162,orn,48.592,60.696,64.877,66.979,58.437,74.109,77.273,80.321
b4163,glyV,0,0,0,0,0,0,0,0
b4164,glyX,0,0,0,0,0,0,0,0
b4165,glyY,0,0,0,0,0,0,0,0
b4166,queG,44.541,33.192,26.601,25.773,47.669,29.148,32.277,35.045
b4167,nnr,18.84,15.42,16.297,17.012,19.984,16.171,21.539,21.311
b4168,tsaE,39.521,32.968,29.217,31.347,37.947,30.596,45.895,38.026
b4169,amiB,37.746,31.017,28.943,34.496,44.462,36.884,41.916,35.768
b4170,mutL,74.257,50.491,48.779,42.186,72.136,46.402,69.018,65.384
b4171,miaA,354.029,281.146,266.506,275.896,381.156,269.403,354.127,310.524
b4172,hfq,1018.194,1060.238,1090.398,1136.314,1083.41,1071.593,1350.134,1148.683
b4173,hflX,225.38,160.429,151.256,143.251,226.536,147.565,219.518,232.308
b4174,hflK,349.087,275.527,257.561,259.731,362.089,251.293,324.981,374.783
b4175,hflC,377.151,285.971,273.096,263.275,375.897,253.061,346.319,399.081
b4176,yjeT,36.134,8.675,12.741,7.63,23.178,12.406,13.488,13.474
b4177,purA,357.042,607.235,669.039,673.748,354.302,559.974,996.116,1115.564
b4178,nsrR,552.294,53.009,57.999,58.576,537.564,52.944,86.059,85
b4179,rnr,263.952,60.759,61.452,65.62,202.677,52.38,109.287,134.252
b4180,rlmB,121.291,73.57,74.044,57.575,104.956,65.162,107.464,119.557
b4181,yjfI,3.152,0.503,0.906,0.907,2.054,0.555,1.074,1.295
b4182,yjfJ,2.417,2.385,1.339,1.267,2.883,0.703,1.544,2.653
b4183,yjfK,1.769,0.842,0.315,0.237,2.281,1.184,1.022,1.134
b4184,yjfL,0.498,1.14,0.521,0.131,1.278,0.168,1.352,0.978
b4185,yjfM,1.322,0.632,0.204,0.489,1.33,0.14,2.153,1.273
b4186,yjfC,1.152,1.432,0.536,0.761,1.314,1.151,0.742,1.034
b4187,aidB,17.539,12.055,19.722,23.965,17.771,8.954,12.775,14.806
b4188,yjfN,17.641,13.545,16.396,15.666,18.827,11.813,22.089,14.617
b4189,bsmA,22.132,16.686,18.757,20.838,24.576,16.917,33.843,28.196
b4190,yjfP,9.473,7.544,12.206,13.059,9.777,7.92,13.884,16.137
b4191,ulaR,9.924,15.369,15.068,17.158,11.434,15.832,16.2,15.492
b4192,ulaG,2.006,2.751,2.344,3.228,1.824,2.642,3.394,2.566
b4193,ulaA,0.817,0.289,0.744,0.708,0.66,0.91,1.023,0.908
b4194,ulaB,1.461,1.238,1.105,2.383,1.428,1.533,2.645,3.19
b4195,ulaC,3.205,1.521,2.293,1.4,1.305,1.633,3.075,2.029
b4196,ulaD,4.274,5.005,2.637,5.041,4.252,3.499,5.967,5.497
b4197,ulaE,3.777,2.718,2.342,3.29,3.635,1.541,4.039,4.224
b4198,ulaF,3.905,3.75,2.536,3.45,4.842,3.478,5.34,6.961
b4199,yjfY,5.76,5.125,1.696,6.04,2.815,3.398,7.233,3.065
b4200,rpsF,4897.233,5356.446,5145.83,4746.708,4698.904,5541.161,3751.435,4247.542
b4201,priB,3364.534,3873.338,3698.495,3033.673,2777.38,3158.012,2724.882,3253.374
b4202,rpsR,4046.281,4774.014,4626.563,3906.906,3611.072,4378.91,3158.142,3983.528
b4203,rplI,5260.401,6256.344,5994.138,5227.745,4476.007,5337.826,3839.234,4809.209
b4204,yjfZ,3.75,2.224,1.309,1.376,1.955,1.404,1.493,2.455
b4205,ytfA,0.742,0.126,0.518,0.389,0.966,0.667,0.268,0.162
b4206,ytfB,70.832,71.786,83.111,88.863,66.956,76.463,106.977,92.968
b4207,fklB,190.014,224.771,229.255,216.937,178.849,205.689,240.052,273.367
b4208,cycA,79.853,46.55,43.107,42.141,69.46,42.481,42.383,53.693
b4209,ytfE,2.923,6.553,5.257,6.05,2.637,5.052,4.313,4.122
b4210,ytfF,16.973,9.204,6.731,7.82,20.863,9.848,6.144,7.073
b4211,qorB,5.251,5.222,8.458,6.958,4.174,6.847,7.394,10.429
b4212,ytfH,11.606,10.077,10.649,10.528,10.707,8.323,10.337,8.197
b4213,cpdB,7.284,12.967,13.084,14.31,9.268,10.43,22.369,25.204
b4214,cysQ,38.553,34.02,34.677,45.205,30.934,27.846,63.273,51.193
b4215,ytfI,2.116,0.699,0.886,1.609,1.293,0.904,2.586,2.495
b4216,ytfJ,25.245,17.295,14.996,10.701,21.438,13.922,17.498,20.048
b4217,ytfK,355.707,165.955,156.55,219.454,569.157,229.997,340.66,148.681
b4218,ytfL,51.273,32.589,26.627,28.141,47.01,28.811,32.637,29.484
b4219,msrA,35.377,29.884,32.886,33.915,35.188,25.371,48.718,48.47
b4220,tamA,30.787,26.556,27.538,28.526,28.847,25.087,42.503,42.253
b4221,tamB,36.573,25.567,22.616,25.669,38.51,24.759,42.106,42.38
b4222,ytfP,196.12,135.529,126.313,109.674,215.058,111.981,215.339,175.796
b4223,yzfA,2.208,2.058,2.119,3.666,2.698,1.158,1.599,0.964
b4224,chpS,6.901,5.613,4.851,7.546,8.479,7.355,9.634,11.103
b4225,chpB,18.118,8.636,12.522,13.432,12.729,9.225,19.214,19.835
b4226,ppa,1422.863,2082.397,2087.787,2061.927,1247.84,1831.721,1809.304,1886.589
b4227,ytfQ,8.099,4.698,3.805,5.552,6.039,4.013,6.089,8.159
b4230,ytfT,2.47,1.231,1.622,1.929,3.219,1.415,3.234,3.361
b4231,yjfF,3.841,1.851,3.107,2.668,4.096,2.108,3.331,4.41
b4232,fbp,78.728,108.825,107.624,119.73,82.203,111.006,114.063,123.752
b4233,mpl,106.672,113.097,114.405,116.02,95.961,111.557,129.267,123.032
b4234,yjgA,163.542,132.337,109.874,118.441,162.759,114.891,169.189,161.726
b4235,pmbA,64.85,61.459,70.931,73.657,61.772,58.163,86.373,91.95
b4236,cybC,80.871,43.655,36.75,37.514,73.373,40.293,64.509,70.549
b4237,nrdG,17.843,21.728,54.812,32.601,18.277,21.13,49.544,50.935
b4238,nrdD,26.619,49.716,131.681,77.473,20.706,67.588,95.37,102.179
b4239,treC,1.635,2.166,2.387,2.816,1.334,1.807,5.376,7.465
b4240,treB,3.232,2.736,2.963,4.085,2.886,3.612,9.561,9.609
b4241,treR,8.595,13.056,13.827,15.716,11.168,11.307,16.505,13.865
b4242,mgtA,18.532,32.93,21.717,27.332,16.278,27.82,29.987,31.098
b4243,ridA,1914.043,5127.188,5277.194,5299.097,1970.28,4877.192,2071.334,3087.258
b4244,pyrI,1644.778,5408.012,5503.608,5701.202,1728.005,4763.052,1720.539,2805.014
b4245,pyrB,1175.45,3840.984,3745.45,4047.613,1305.875,3808.609,1102.376,1921.089
b4246,pyrL,29.81,74.094,52.401,64.829,29.498,94.451,25.977,18.556
b4248,yjgH,14.177,9.568,10.246,10.261,16.311,12.744,11.717,9.366
b4249,bdcA,3.062,2.406,2.258,2.481,3.945,3.128,2.645,2.916
b4251,bdcR,17.732,15.309,12.873,12.717,17.496,13.534,17.439,18.732
b4252,tabA,83.574,74.607,87.841,86.365,91.338,59.155,161.74,143.206
b4253,yjgL,6.734,4.481,4.471,4.822,5.351,3.74,5.767,6.847
b4254,argI,1.236,1.759,1.604,1.711,1.111,1.955,2.255,2.331
b4255,rraB,682.823,731.854,758.16,788.548,664.17,605.986,886.795,865.538
b4256,yjgM,23.363,27.765,25.802,30.906,26.98,29.243,35.326,27.757
b4257,yjgN,1.536,0.76,0.739,0.914,1.501,0.56,1.082,1.359
b4258,valS,203.24,248.242,238.871,232.048,215.365,217.265,207.944,276.275
b4259,holC,76.875,70.999,66.601,65.295,85.479,63.321,91.927,117.605
b4260,pepA,148.985,147.012,140.567,153.701,157.896,136.348,203.787,223.648
b4261,lptF,112.183,69.331,66.307,61.558,92.893,62.754,77.401,73.282
b4262,lptG,118.131,81.446,79.08,76.483,118.607,77.199,120.634,120.762
b4263,yjgR,19.371,11.949,11.819,14.159,18.223,9.509,14.359,15.239
b4264,idnR,7.236,5.183,4.738,4.954,6.879,4.672,8.83,7.067
b4265,idnT,4.291,1.799,2.345,2.309,3.955,1.945,3.045,2.884
b4266,idnO,2.111,1.09,1.632,1.328,3.174,1.343,2.609,4.04
b4267,idnD,0.963,0.71,0.353,0.883,1.365,0.866,1.673,1.608
b4268,idnK,1.145,0.448,0.369,0.369,1.292,0.792,2.296,0.461
b4269,ahr,48.271,31.104,34.524,32.023,52.039,22.856,30.891,35.213
b4270,leuX,0,0,0,0,0,0,0,0
b4271,intB,56.901,27.783,23.322,26.113,58.554,28.012,33.522,32.998
b4272,insC-6,14.769,13.335,13.71,16.632,16.817,15.629,20.571,15.881
b4273,insD-6,11.588,9.091,8.971,9.91,11.341,7.704,15.331,12.393
b4277,yjgZ,1.204,0.306,0,1.263,2.06,0.406,1.471,1.577
b4278,insG,9.645,7.983,7.945,8.585,7.747,8.569,9.906,11.701
b4279,yjhB,3.61,3.152,3.758,3.229,4.984,2.017,3.344,6.143
b4280,yjhC,13.165,13.002,12.086,13.897,13.193,9.18,13.042,15.671
b4281,yjhD,12.26,4.593,3.828,8.119,12.614,5.994,4.438,3.098
b4282,yjhE,1.995,1.826,2.089,2.511,3.511,2.152,2.817,1.045
b4284,insI-3,12.967,10.832,11.108,11.437,12.759,8.358,15.108,16.937
b4286,yjhV,0.452,0,0.394,0.631,0.515,0.068,0,0.394
b4287,fecE,26.653,5.131,3.962,4.511,21.847,6.106,24.939,27.916
b4288,fecD,15.004,2.006,3.234,1.905,14.589,3.5,15.419,17.678
b4289,fecC,16.512,2.149,3.332,2.894,14.802,2.325,22.035,22.503
b4290,fecB,33.343,7.888,7.892,8.711,30.332,8.037,51.712,53.935
b4291,fecA,33.336,4.27,5.403,4.829,25.702,5.494,57.376,68.636
b4292,fecR,74.812,14.351,17.748,11.932,53.603,13.74,159.484,167.682
b4293,fecI,143.388,36.292,41.752,37.624,135.643,42.352,313.537,287.007
b4294,insA-7,36.633,14.094,14.606,9.909,38.71,24.435,32.645,22.868
b4295,yjhU,58.996,66.795,66.825,73.26,58.798,65.613,95.279,78.78
b4296,yjhF,2.135,1.123,0.809,0.54,1.619,0.794,1.399,0.916
b4297,yjhG,3.875,2.978,2.643,3.216,3.899,2.485,3.742,3.736
b4298,yjhH,1.289,2.119,1.091,1.064,0.831,1.849,2.71,2.37
b4299,yjhI,0.63,0.384,0.066,0.198,0.4,0.453,0.615,1.402
b4300,sgcR,5.076,4,3.587,3.194,5.675,3.394,5.65,3.864
b4301,sgcE,4.081,3.152,4.602,2.222,3.874,1.905,4.773,4.626
b4302,sgcA,2.415,1.93,2.769,4.462,2.586,2.326,4.246,3.69
b4303,sgcQ,3.078,2.16,2.449,2.195,2.437,2.103,3.443,4.918
b4304,sgcC,2.609,1.269,1.504,1.348,2.273,1.309,2.505,1.733
b4305,sgcX,1.262,0.946,0.579,0.418,1.731,0.896,1.515,1.508
b4306,yjhP,4.024,2.164,3.76,3.626,3.673,1.704,5.525,7.447
b4307,yjhQ,2.457,1.804,2.763,3.483,2.402,2.004,5.336,5.124
b4308,yjhR,3.566,1.391,0.869,1.383,3.725,2.152,2.334,1.344
b4309,nanS,2.127,1.339,0.875,1.381,2.797,1.366,1.952,1.625
b4310,nanM,5.431,4.974,3.924,3.388,6.032,3.833,5.069,5.643
b4311,nanC,0.277,0.211,0.145,0,0.406,0.685,0.038,0.681
b4312,fimB,49.766,31.166,32.348,38.186,48.161,23.257,74.532,87.944
b4313,fimE,3.246,1.185,1.133,1.134,3.661,1.421,2.621,2.725
b4314,fimA,775.708,722.122,1152.687,846.095,858.622,998.382,1439.287,1385.973
b4315,fimI,149.051,92.056,121.9,93.096,151.447,104.914,171.151,208.336
b4316,fimC,63.405,34.619,44.672,28.236,65.287,34.757,52.207,76.271
b4317,fimD,23.043,11.322,15.613,12.327,23.297,16.064,19.672,24.243
b4318,fimF,20.023,9.657,15.771,15.893,26.66,16.738,21.388,21.567
b4319,fimG,16.315,10.825,13.107,10.181,16.188,15.02,16.325,18.72
b4320,fimH,16.864,10.266,14.199,12.259,17.694,14.492,20.404,18.266
b4321,gntP,0.887,1.203,1.509,2.442,0.976,1.263,4.014,3.147
b4322,uxuA,4.256,3.922,4.214,3.957,3.217,2.94,7.763,13.453
b4323,uxuB,7.737,5.429,5.127,5.17,6.864,4.096,11.171,13.494
b4324,uxuR,42.815,36.29,38.239,39.711,39.842,35.372,60.505,51.365
b4325,yjiC,0.658,2.492,3.192,1.63,0.818,1.881,0.779,0.626
b4326,iraD,13.337,18.318,36.001,28.566,12.79,20.399,41.254,19.868
b4327,hypT,34.839,34.648,31.711,41.499,33.095,29.211,26.326,27.004
b4328,iadA,43.33,104.978,114.918,117.092,41.256,87.115,49.514,60.103
b4329,yjiG,8.334,37.616,54.774,54.463,12.614,37.508,9.693,12.323
b4330,yjiH,7.264,27.106,42.738,41.585,7.455,29.089,5.245,4.994
b4331,kptA,10.474,6.463,11.528,11.358,9.888,7.967,13.221,6.917
b4332,yjiJ,4.298,2.228,1.853,2.209,4.778,2.443,2.608,1.435
b4333,yjiK,3.058,1.496,1.299,1.815,3.018,1.919,2.444,3.023
b4334,yjiL,4.496,1.381,1.93,1.458,2.435,1.105,3.477,3.77
b4335,yjiM,8.928,3.157,5.283,4.68,7.23,4.284,8.313,6.241
b4336,yjiN,11.577,5.6,5.401,8.052,12.018,5.474,12.109,11.353
